full_name,pha,diameter,rot_per,e [rad],a [au],I [deg],L [deg],long.node.  [deg],long.peri.  [deg],ma,n,per_y
518638 (2008 JP14),N,,2.488,0.6187,1.854,10.71,486.28,129.02,206.45,150.81,0.3904,2.52
518640 (2008 KZ5),Y,,5.789,0.4545,1.844,8.36,497.66,142.55,194.42,160.69,0.3937,2.5
518678 (2008 UZ94),Y,,6.36,0.5725,2.191,30.25,730.88,248.22,159.72,322.94,0.3039,3.24
518735 (2009 JL1),N,,5.78,0.1706,1.18,11.51,622.64,69.51,289.6,263.53,0.7689,1.28
518737 (2009 OO9),N,,,0.812,1.624,13.6,560.07,134.94,322.21,102.92,0.4762,2.07
518810 (2010 CF19),Y,0.083,,0.27,1.193,7.18,562.89,154.71,265.31,142.87,0.7563,1.3
518847 (2010 DM),Y,,,0.8399,2.081,5,370.58,140.75,221.04,8.79,0.3284,3
519354 (2011 KR12),N,,,0.3804,1.008,7.42,376.5,20.27,1.53,354.7,0.9742,1.01
519824 (2013 JY35),N,,,0.6689,1.386,30.63,500.25,226.59,222.83,50.83,0.604,1.63
520808 (2014 TF64),N,0.704,,0.4179,1.613,52.68,680.75,217.97,114.25,348.53,0.481,2.05
523585 (1998 MW5),N,,,0.3629,1.023,6.29,403.11,80.12,26.89,296.1,0.9519,1.04
523589 (2001 HA4),Y,1.851,,0.7934,2.69,17.18,584.63,354.01,95.66,134.96,0.2234,4.41
523590 (2001 QC96),N,,10,0.3796,1.335,20.59,727.03,142.94,277.47,306.62,0.6386,1.54
523598 (2003 ED50),Y,,,0.547,1.416,33.72,526.26,173.48,94.01,258.77,0.5848,1.69
523600 (2003 RC2),N,,,0.3712,1.525,42.32,468.3,165.63,273.14,29.53,0.5234,1.88
523603 (2004 QJ7),N,,1.28,0.3301,1.444,14.51,225.77,25.53,63.58,136.66,0.5682,1.73
523606 (2005 CJ),Y,,,0.5256,1.75,1.08,643.14,357.82,81.99,203.33,0.4259,2.31
523609 (2005 PJ2),Y,,1.42,0.6594,1.198,17.42,624.85,326.43,128.89,169.53,0.7515,1.31
523614 (2006 TH7),N,,,0.8379,2.506,18.94,659.17,161.37,338.28,159.52,0.2485,3.97
523616 (2007 LC15),N,,,0.7384,1.313,28.38,662.69,107.06,341.19,214.44,0.6549,1.51
523619 (2007 RX19),N,,8.64,0.5329,1.956,40.47,493.38,349.44,97.08,46.86,0.3603,2.74
523623 (2008 CB22),Y,,,0.6533,2.365,7.27,312.23,51.17,33.42,227.64,0.271,3.64
523625 (2008 DG17),N,,3.643,0.4503,1.837,41.1,773.38,324.36,215.08,233.94,0.396,2.49
523630 (2009 OG),Y,,,0.8586,2.706,48.39,561.27,309.33,114.2,137.74,0.2214,4.45
523631 (2009 SX1),N,0.564,4.1321,0.4471,1.722,8.29,658.81,335.01,115.39,208.41,0.4361,2.26
523636 (2010 EX119),N,0.55,,0.5946,1.905,15.55,408.57,211.82,22.34,174.41,0.3749,2.63
523637 (2010 LT108),N,0.602,,0.3708,1.349,31.87,275.9,161.12,9.5,105.28,0.6288,1.57
523638 (2010 MQ1),N,,,0.508,1.938,37.34,707.72,284.41,285.56,137.75,0.3654,2.7
523641 (2010 RO82),N,,12.4809,0.6076,2.511,18.09,245.73,21.19,66.52,158.02,0.2477,3.98
523650 (2011 GQ61),Y,,,0.4121,1.59,65.16,767.83,333.51,155.09,279.23,0.4915,2.01
523654 (2011 SR5),Y,,10.07,0.7057,1.178,29.13,522.58,180.1,305.55,36.93,0.7707,1.28
523656 (2011 WO4),Y,,,0.4977,1.738,60.94,667.84,225.18,235.99,206.67,0.4303,2.29
523662 (2012 MU2),Y,,,0.5138,2.055,11.22,330.94,250.3,16.6,64.04,0.3345,2.95
523685 (2014 DN112),Y,,,0.4939,1.848,4.3,549.86,260.18,145.91,143.77,0.3922,2.51
523728 (2014 ON344),N,,,0.3418,1.004,25.69,751.99,127.06,335.89,289.04,0.9802,1.01
523732 (2014 PG51),Y,,,0.4528,1.206,3.79,881.64,275.74,294.16,311.74,0.7444,1.32
523747 (2014 US192),N,0.873,,0.7584,2.205,14.65,866.56,175.01,340.62,350.93,0.301,3.27
523775 (2014 YB35),Y,0.279,3.277,0.4833,1.877,12.64,449.03,3.72,188.64,256.67,0.3833,2.57
523788 (2015 FP118),Y,,3.0917,0.5497,2.121,2.68,311.01,201.34,108.16,1.51,0.3191,3.09
523792 (2015 MR101),N,,,0.5223,1.336,32.14,690.08,274.91,188.89,226.28,0.6385,1.54
523796 (2016 LE51),N,,,0.6614,1.096,30.94,719.82,91.86,342.84,285.12,0.8594,1.15
523804 (2000 YF29),Y,,,0.3713,1.492,6.3,508.74,124.74,28.1,355.9,0.5407,1.82
523807 (2003 LG),N,,,0.7352,1.912,11.89,194.48,124.45,18.87,51.16,0.3728,2.64
523809 (2007 TV18),N,,,0.3482,1.238,0.93,826.14,353.22,289.38,183.54,0.7151,1.38
523810 (2008 RG98),N,,,0.7677,2.191,10.73,806.28,340.04,168.52,297.72,0.304,3.24
523813 (2008 VB1),Y,,,0.2751,1.278,10.32,451.36,50.35,136.98,264.03,0.6821,1.44
523814 (2008 WN2),Y,,,0.3118,1.418,3.75,606.47,227.09,283.4,95.98,0.5837,1.69
523816 (2009 ST103),Y,0.851,,0.7184,2.701,15.74,587.41,226.45,234.66,126.3,0.2221,4.44
523820 (2011 GN44),Y,,,0.5976,2.245,55.01,643.63,16.93,319.39,307.31,0.293,3.36
523822 (2012 DG61),N,,,0.7369,3.257,15.31,287.95,69.97,186.15,31.83,0.1677,5.88
523828 (1992 BC),N,,,0.3523,1.422,14.34,273.25,123.3,77.31,72.64,0.5815,1.69
523915 (1997 VM4),N,,,0.8164,2.608,14.46,273.31,44.52,125.96,102.83,0.234,4.21
523934 (1998 FF14),Y,,,0.3123,1.253,38.69,912.69,359.83,301.12,251.74,0.7025,1.4
523941 (1998 HK49),N,,,0.3315,1.382,7.62,290.83,57.21,81.58,152.04,0.6067,1.62
523971 (1999 AJ39),N,,,0.277,1.158,10.09,357.32,298.48,1.66,57.18,0.7907,1.25
523972 (1999 CW8),N,,,0.5984,2.237,33.61,802.43,316.85,262.21,223.37,0.2945,3.35
524268 (2001 TO48),N,,,0.5411,1.873,6.84,311.4,140.41,151.83,19.16,0.3845,2.56
524392 (2002 AU5),N,,,0.7542,2.02,9.18,734.54,354.71,21.66,358.17,0.3432,2.87
524459 (2002 GA),N,,,0.5169,2.004,12.66,509.64,47.42,112.73,349.49,0.3475,2.84
524475 (2002 KJ4),Y,,,0.557,2.271,27.92,438.24,75.52,155.48,207.24,0.288,3.42
524530 (2002 XC91),N,,,0.5898,1.477,10.79,458.07,102.38,225.68,130.01,0.5492,1.79
524594 (2003 NW1),Y,,37.7,0.6432,2.424,6.16,591.76,265.02,118.89,207.85,0.2611,3.77
524603 (2003 QA31),N,,,0.5473,1.737,8.34,376.13,169.28,90.61,116.24,0.4306,2.29
525229 (2004 UU1),Y,,,0.2732,1.226,29.97,626.66,217.76,113.63,295.27,0.726,1.36
525231 (2004 VB),Y,,,0.409,1.459,10.86,201.95,52.35,71.61,77.99,0.5594,1.76
525356 (2005 BG14),Y,,,0.7275,1.993,21.68,400.77,94.91,281.04,24.82,0.3503,2.81
525364 (2005 CL7),N,,,0.1005,1.049,31.28,618.09,136.58,201.45,280.06,0.9174,1.07
525477 (2005 FC3),N,,430,0.5897,1.973,9.86,593.45,157.9,88.42,347.13,0.3556,2.77
525484 (2005 GL),Y,,,0.3063,1.056,15.9,587.64,43.61,265.35,278.68,0.9079,1.09
526670 (2006 UL217),Y,,,0.3486,1.43,9.92,556.39,45.18,310.12,201.09,0.5763,1.71
526825 (2007 CK26),N,,,0.4638,1.796,32.4,321.45,147.29,97.53,76.63,0.4095,2.41
526878 (2007 FE),Y,,,0.457,1.794,7,348.23,122.62,135.21,90.4,0.4103,2.4
526898 (2007 HR),N,,,0.7416,1.067,11.97,117.15,32.71,13.11,71.33,0.8944,1.1
527715 (2007 YQ56),Y,,60.8,0.2881,1.141,26.45,762.28,276,273.09,213.19,0.8087,1.22
527841 (2008 CR1),N,,,0.4621,1.15,45.77,735.13,315.5,339.7,79.93,0.7997,1.23
528284 (2008 SW11),N,,,0.4085,1.135,7.44,436.34,28.78,207.05,200.51,0.8155,1.21
528609 (2008 VU4),N,,,0.7743,2.37,11.97,460.19,290.9,23.47,145.82,0.2701,3.65
528650 (2008 WX32),N,,5.056,0.5752,2.219,23.93,415.05,56.93,112.31,245.81,0.2981,3.31
528804 (2009 BJ58),Y,,,0.7127,1.849,13.02,278.6,131.14,85.94,61.52,0.3919,2.52
528857 (2009 CT),N,,42,0.6392,1.855,3.84,659.67,275.63,337.85,46.19,0.39,2.53
528859 (2009 CR5),N,,,0.2624,1.076,5.05,896.81,316.7,321.34,258.77,0.8834,1.12
529366 (2009 WM1),Y,,,0.1689,1.181,25.77,644.56,240.25,162.64,241.67,0.7684,1.28
529450 (2010 AK),N,,,0.4679,1.73,11.06,598.36,293.44,70.85,234.07,0.4332,2.28
529668 (2010 JL33),Y,1.778,9.443,0.735,2.677,5.38,433.06,52.45,309.89,70.72,0.225,4.38
529670 (2010 JT34),N,,,0.403,1.485,44.43,625.33,58.66,326.48,240.19,0.5449,1.81
529718 (2010 KY127),N,1.77,,0.8827,2.49,60.79,574.42,6.85,357.16,210.41,0.2508,3.93
529720 (2010 LM14),N,0.361,,0.3794,1.111,25.92,396.79,176.64,187.94,32.21,0.8421,1.17
529819 (2010 PM58),N,0.259,,0.4597,1.371,13.59,654.42,332.36,53.83,268.23,0.6137,1.61
529951 (2010 UD),Y,,,0.264,1.098,26.29,416.2,23.74,262.26,130.2,0.8569,1.15
530085 (2010 XC11),Y,,,0.8492,2.519,9.12,354.84,94.09,121.47,139.28,0.2466,4
530151 (2011 AW55),N,,,0.5171,1.105,21.91,812.56,304.19,321.97,186.4,0.848,1.16
530520 (2011 LT17),Y,,1.291,0.2874,1.1,20.9,500.27,83.45,270.62,146.2,0.8546,1.15
530871 (2011 WS2),N,1.434,,0.7434,1.009,46.79,939.73,326.74,307.67,305.32,0.9718,1.01
530974 (2012 BN11),Y,,5.357,0.395,1.457,4.36,263.16,153.71,69.77,39.68,0.5602,1.76
531277 (2012 MM11),Y,,13,0.6479,2.113,3.18,711.06,245.42,124.24,341.4,0.3208,3.07
531914 (2013 BW76),Y,,,0.5337,2.058,40.36,409.19,58.22,0.56,350.41,0.3338,2.95
533372 (2014 GG17),Y,,,0.3525,1.367,39.15,732.71,195.28,239.58,297.85,0.6168,1.6
533638 (2014 KT86),N,,,0.1677,1.187,22.46,650.48,69.05,288.98,292.45,0.7618,1.29
533671 (2014 LJ21),Y,,16.41,0.8956,2.889,24.28,480.83,126.58,302.9,51.35,0.2007,4.91
533722 (2014 NE52),Y,0.701,,0.6585,2.385,3.86,649.12,54.52,337.61,256.99,0.2675,3.68
534676 (2014 VK2),N,0.691,,0.6036,1.838,16.39,318.79,63.31,232.01,23.47,0.3957,2.49
535844 (2015 BY310),Y,,0.0926702,0.4008,1.587,4.79,835.64,328.41,229.53,277.7,0.493,2
536531 (2015 DV215),Y,,,0.4027,1.538,13.2,128.34,13.92,41.37,73.05,0.5166,1.91
537342 (2015 KN120),N,,9.09,0.3909,1.601,18.56,512.83,189.7,127.09,196.04,0.4864,2.03
538085 (2016 BO1),N,,,0.5646,1.873,62.61,603.91,153.73,206.86,243.32,0.3845,2.56
538212 (2016 CA136),Y,0.654,,0.7812,2.032,1.26,383.48,239.74,125.01,18.73,0.3404,2.9
538644 (2016 FA4),N,,,0.7934,1.092,16.21,441.22,53.63,281.74,105.85,0.8638,1.14
538648 (2016 FS6),N,,,0.7764,1.299,37.18,539.07,165.1,175.25,198.72,0.6658,1.48
539063 (2016 MK1),Y,,,0.716,1.5,10.78,513.81,178.3,240.7,94.81,0.5362,1.84
539694 (2016 TE93),N,,,0.1757,1.035,22.73,606.18,214.23,353.26,38.69,0.9355,1.05
539856 (2017 EV2),N,,,0.5576,1.01,16.5,315.14,3.13,32.24,279.77,0.9708,1.02
543319 (2013 YE38),N,,,0.6244,2.066,34.17,612.8,79.6,281.84,251.36,0.3318,2.97
545274 (2011 FZ2),N,,,0.7839,2.664,13.31,316.6,98.91,216.37,1.32,0.2267,4.35
549328 (2011 GO27),N,,,0.4714,1.855,6.67,631.44,336.82,95.83,198.79,0.3901,2.53
549459 (2011 JX1),N,,,0.7394,2.087,23.92,503.04,130.61,221.89,150.54,0.327,3.01
549948 (2011 WL2),Y,,,0.2834,1.078,14.13,577.59,212.91,88.85,275.83,0.8811,1.12
551685 (2013 HT15),Y,,,0.4229,1.101,2.92,604.56,23.28,315.92,265.36,0.8529,1.16
555122 (2013 RF36),N,,,0.7176,2.303,28.28,441.34,240.74,181.49,19.11,0.2819,3.5
560563 (2015 HH10),N,,2.888,0.6518,1.614,8.01,403.81,254.07,143.28,6.46,0.4807,2.05
566540 (2018 RW7),N,,,0.4444,1.615,9.24,751.85,164.44,287.77,299.64,0.4803,2.05
574660 (2010 TM167),N,,,0.4962,1.16,5.31,843,196.92,356.66,289.42,0.7889,1.25
576330 (2012 PW),N,,,0.4773,1.772,22.31,422.19,214.51,166.8,40.88,0.4178,2.36
577723 (2013 PF10),N,,,0.5125,1.361,17.25,634.75,168.17,359.97,106.61,0.6209,1.59
585185 (2017 VT12),N,,,0.4724,1.321,6.57,317.46,18.67,142.99,155.8,0.6489,1.52
585310 (2017 YZ1),Y,,,0.3351,1.328,20.87,675.99,277.7,298.49,99.8,0.6442,1.53
585428 (2018 NP1),N,,,0.2309,1.023,27.66,680.85,114.45,355.83,210.57,0.9529,1.03
585734 (2019 BA1),N,,,0.3858,1.586,26.83,477.04,116.53,74.6,285.91,0.4934,2
594936 (2021 EX2),N,,,0.737,2.489,6.76,356.43,2.25,16.06,338.12,0.2509,3.93
601696 (2013 LV28),N,,,0.6886,1.485,24.02,314.75,139.04,24.39,151.32,0.5447,1.81
601798 (2013 RX80),N,,,0.6902,1.889,9.28,545.37,313.88,163.66,67.83,0.3795,2.6
604197 (2015 MO66),N,,,0.5537,1.231,25,620.65,72.09,323.2,225.36,0.7215,1.37
605070 (2016 BT39),Y,,,0.5382,1.968,8.96,458.45,174.97,203.19,80.29,0.3569,2.76
606367 (2017 VB),N,,,0.5028,1.582,25.56,947.55,346.81,270.53,330.21,0.4954,1.99
606438 (2017 XK61),N,,,0.3688,1.605,27.11,568.09,32.21,304.8,231.08,0.4848,2.03
606605 (2018 KV),N,,,0.682,2.609,29.04,512.12,192.35,167.59,152.18,0.2339,4.21
606702 (2018 TO2),N,,,0.5952,1.101,43.26,847.97,202.67,353.84,291.46,0.8536,1.15
608017 (2002 UZ30),N,,,0.4595,1.272,27.56,479.08,199.74,33.54,245.8,0.6872,1.43
612012 (1983 LC),Y,,,0.7146,2.603,1.56,615.29,159.69,184.9,270.7,0.2346,4.2
612013 (1991 TF3),N,,,0.5693,2.233,14.88,652.88,6.09,304.04,342.75,0.2953,3.34
612027 (1995 FJ),N,,9.2,0.2704,1.085,25.03,630.33,4.66,316.46,309.21,0.8719,1.13
612050 (1997 GL3),Y,,7.572,0.7844,2.27,6.68,480.54,194.34,262.58,23.62,0.2881,3.42
612089 (1999 FJ21),N,,0.370364,0.2747,1.274,21.96,439.19,19.44,67.69,352.06,0.6851,1.44
612094 (1999 NW2),N,,4.2,0.1087,1.116,8.68,448.22,289.51,53.01,105.7,0.8357,1.18
612098 (1999 RM45),Y,,3.0697,0.6446,1.684,10.89,467.01,162.63,88.91,215.47,0.451,2.19
612103 (1999 SK10),N,,,0.4417,1.764,6.96,676.86,197.64,269.43,209.79,0.4205,2.34
612143 (2000 BO28),Y,,3.2392,0.6003,1.699,6.34,625.12,319.73,303.41,1.98,0.4451,2.21
612162 (2000 LK),N,,,0.9448,2.184,16.6,583.61,199.7,194.35,189.56,0.3054,3.23
612199 (2000 WL63),N,,,0.2986,1.432,18.27,438.69,79.37,71.82,287.5,0.5752,1.71
612210 (2001 BP61),N,,,0.3256,1.487,12.97,483.39,289.02,109.09,85.28,0.5438,1.81
612227 (2001 QC34),Y,,,0.1876,1.129,6.24,819.49,271.45,215.47,332.57,0.822,1.2
612267 (2001 SG286),Y,,,0.3474,1.358,7.77,533.95,241.11,56.28,236.56,0.6227,1.58
612326 (2002 CD14),Y,,,0.5793,1.779,2.89,418.23,127.6,141.32,149.31,0.4154,2.37
612337 (2002 EY2),Y,,,0.4866,1.725,21.73,462.13,343.39,51.1,67.64,0.4349,2.27
612342 (2002 FC),Y,,,0.666,2.822,6.76,494.84,50.1,195.23,249.51,0.2079,4.74
612346 (2002 GQ5),N,,,0.4783,1.154,6.27,208.42,63.59,12.97,131.86,0.7949,1.24
612348 (2002 GZ8),Y,,25.381,0.6402,2.821,5.32,758.82,309.75,161.48,287.59,0.2081,4.74
612357 (2002 JC9),N,,,0.8276,2.258,13.39,356.05,76.92,21.77,257.36,0.2905,3.39
612358 (2002 JE9),Y,,,0.4165,1.066,8.77,657.39,199.83,255.9,201.66,0.8955,1.1
612362 (2002 JQ100),N,,,0.519,1.181,29.6,348.7,47.3,40.11,261.29,0.7683,1.28
612364 (2002 LE31),N,,,0.5403,1.995,11.37,552.86,192.75,0.12,359.99,0.3499,2.82
612472 (2002 SQ),N,,,0.3827,1.421,16.82,764.37,183.69,258.95,321.73,0.5819,1.69
612509 (2002 UK11),Y,,8,0.5753,1.324,5.37,261.02,69.18,84.54,107.3,0.6472,1.52
612522 (2002 VP69),Y,,,0.527,2.019,10.12,698.84,306.83,189.04,202.97,0.3435,2.87
612536 (2003 AA3),Y,,,0.2893,1.421,13.78,765.21,106.38,347.03,311.8,0.5819,1.69
612541 (2003 DA16),N,,,0.6247,2.596,45.68,525.84,159.08,282.56,84.2,0.2357,4.18
612563 (2003 QA),N,,,0.7098,2.335,10.33,577.54,232.65,1.37,343.52,0.2762,3.57
612593 (2003 SQ15),N,,,0.4578,1.666,45.37,970.63,333.94,327.98,308.71,0.4585,2.15
612780 (2004 MD),Y,,,0.5365,1.917,9.77,465.09,85.39,124.28,255.42,0.3712,2.66
612781 (2004 MW2),N,,3.63,0.6383,1.145,35.09,406.17,96.1,50.18,259.89,0.8041,1.23
612786 (2004 PJ2),Y,,,0.3421,1.418,2.58,622.87,317.1,281.78,23.99,0.5837,1.69
612813 (2004 RF84),Y,,,0.6038,2.164,23.29,538.89,344.52,122.61,71.76,0.3096,3.18
612856 (2004 TP1),Y,,,0.3892,1.291,7.49,300.63,30.02,87.86,182.75,0.6717,1.47
612901 (2004 XP14),Y,,100,0.1586,1.052,32.95,608.87,281.01,273.74,54.12,0.9136,1.08
612922 (2005 BY1),N,,,0.6877,3.167,16.97,741.92,297.31,282.97,161.64,0.1749,5.64
612924 (2005 CL),Y,,,0.7547,1.986,4.45,954.96,318.37,298.57,338.02,0.352,2.8
612929 (2005 CR37),N,1.201,5.6,0.4686,1.904,26.05,705.02,335.52,209.81,159.69,0.3751,2.63
612955 (2005 GK),N,,,0.3262,1.342,10.88,435.38,120.85,184.91,129.62,0.6339,1.55
612989 (2005 LW39),Y,,,0.7156,1.988,28.47,867.92,251.45,275.19,341.28,0.3515,2.8
612991 (2005 MX1),N,,,0.535,2.186,6.9,668.37,195.38,139.98,333.01,0.3049,3.23
613234 (2005 VP118),N,,,0.7024,2.096,19.32,301.08,110.98,123.32,66.78,0.3247,3.04
613291 (2005 YX128),N,,,0.733,2.179,4.63,863.29,257.87,318.39,287.03,0.3064,3.22
613397 (2006 FE),N,,,0.5289,1.374,13.78,670.97,186.78,249.75,234.44,0.6122,1.61
613420 (2006 KR1),N,,,0.4042,1.163,19.59,494.14,236.79,176.35,81,0.7859,1.25
613433 (2006 KZ86),N,,,0.8592,2.199,14.17,370.99,103.5,0.25,267.24,0.3023,3.26
613440 (2006 OA5),N,,,0.3784,1.524,10.83,598.02,308.41,87.49,202.12,0.5239,1.88
613450 (2006 PY17),Y,,,0.6404,1.895,2.85,746.8,309.91,133.19,303.7,0.3777,2.61
613512 (2006 SK134),N,,15.5,0.5368,1.879,34.67,295.03,185.14,74.43,35.46,0.3825,2.58
613626 (2006 UR216),N,,,0.5318,1.674,14.27,228.8,21.47,134.35,72.98,0.4549,2.17
613714 (2007 DL41),Y,,,0.4765,1.457,4.67,576.97,150.72,140.23,286.02,0.5603,1.76
613814 (2007 SR1),N,,,0.4991,1.049,19.7,321.81,9.23,177.59,134.99,0.9167,1.08
613829 (2007 TE66),N,,,0.2044,1.056,10.25,642.36,195.68,355.34,91.34,0.9088,1.08
613910 (2007 WB5),N,,,0.675,1.77,18.97,202.72,38.7,153.49,10.53,0.4185,2.36
613913 (2007 XB10),N,,,0.6,2.21,41.33,422.18,261.1,37.27,123.81,0.2999,3.29
613964 (2008 FN),N,,,0.5971,1.894,44.65,260.11,50.52,55,154.59,0.378,2.61
613986 (2008 JG),Y,,,0.2959,1.051,7.92,695.47,128.74,242.35,324.38,0.9141,1.08
613995 (2008 NP3),N,0.193,,0.334,1.005,1.43,739.46,78.33,328.2,332.93,0.9783,1.01
614088 (2008 SW150),N,,,0.5622,1.786,19.98,316.91,39.43,52.06,225.42,0.4129,2.39
614313 (2008 YR27),N,,,0.7509,2.262,8.48,443.05,90.13,151.26,201.66,0.2898,3.4
614316 (2008 YZ32),N,0.382,0.0963683,0.6205,1.038,16.54,385.22,105.2,224.47,55.55,0.9324,1.06
614374 (2009 CR2),N,,,0.6982,2.962,28,575.46,30.78,189.38,355.3,0.1934,5.1
614406 (2009 FV4),N,,,0.5873,1.779,45.92,443.32,173.46,135.61,134.25,0.4154,2.37
614417 (2009 HB),N,,,0.5887,2.438,10.09,662.95,206.35,108.26,348.34,0.2589,3.81
614433 (2009 KK),Y,,,0.4552,1.502,18.21,410.87,68.12,247.34,95.41,0.5352,1.84
614449 (2009 QB36),N,,,0.7832,2.251,15.52,641,310.12,176.73,154.15,0.2919,3.38
614470 Flordeneu (2009 ST19),Y,,,0.5949,2.361,6.73,396.58,0.13,336.93,59.52,0.2717,3.63
614689 (2020 XL5),N,,,0.3872,1.001,13.85,462.58,153.58,88.02,220.98,0.9845,1
618350 (2021 PS2),Y,,,0.4735,1.554,7.92,499.64,163.29,79.01,257.34,0.5088,1.94
619034 (2005 JT108),N,,,0.5721,1.722,8.94,729.11,288.69,197.38,243.04,0.4363,2.26
